features,accuracy,f1_score,precision,recall
"('Age', 'Color1', 'State', 'Breed2', 'Fee')",0.5791930643547849,0.5791265888282928,0.5791116310087927,0.5791930643547849
"('PhotoAmt', 'Breed1', 'State', 'Breed2', 'Fee')",0.578859619873291,0.5788891223151608,0.5789753859756901,0.578859619873291
"('PhotoAmt', 'Age', 'Color1', 'Quantity', 'Fee')",0.578859619873291,0.5782310959223483,0.5787178953212133,0.578859619873291
"('PhotoAmt', 'Age', 'Color1', 'Fee')",0.578859619873291,0.5771458685632623,0.5790431604150713,0.578859619873291
"('PhotoAmt', 'Age', 'Color1', 'MaturitySize')",0.578859619873291,0.5777684220363709,0.5788267881906674,0.578859619873291
"('PhotoAmt', 'Age', 'Color2', 'Breed2', 'MaturitySize')",0.5785261753917973,0.5777687421441849,0.578405905704235,0.5785261753917973
"('Breed1', 'Color1', 'State', 'Breed2', 'Quantity')",0.5785261753917973,0.5782677932194179,0.5794034239136073,0.5785261753917973
"('Age', 'Color1', 'Breed2', 'Fee')",0.5785261753917973,0.5781286099423185,0.5783620440172624,0.5785261753917973
"('Age', 'Color2', 'Color1', 'Quantity')",0.5785261753917973,0.5755672991381491,0.579250051712972,0.5785261753917973
"('PhotoAmt', 'Age', 'Color1', 'MaturitySize', 'Fee')",0.5781927309103034,0.5772134532970136,0.5781223834103872,0.5781927309103034
"('Breed1', 'State', 'Breed2', 'Quantity', 'Fee')",0.5781927309103034,0.5781500521314249,0.5786509139666433,0.5781927309103034
"('Breed1', 'State', 'Breed2', 'MaturitySize')",0.5781927309103034,0.576808097229991,0.5805534305339843,0.5781927309103034
"('PhotoAmt', 'Breed1', 'Breed2', 'MaturitySize', 'Fee')",0.5778592864288096,0.5774341716021426,0.5789902385399164,0.5778592864288096
"('PhotoAmt', 'Age', 'Color1', 'Quantity')",0.5778592864288096,0.5772623515031324,0.5777079985041991,0.5778592864288096
"('Breed1', 'Color1', 'State', 'Breed2', 'MaturitySize')",0.5775258419473158,0.5757182041716222,0.5803580206696679,0.5775258419473158
"('Breed1', 'Color2', 'State', 'Breed2', 'Fee')",0.5775258419473158,0.5773294530221178,0.5782938311665223,0.5775258419473158
"('PhotoAmt', 'Age', 'Color1')",0.5765255085028342,0.5745950101085487,0.5767531765860725,0.5765255085028342
"('PhotoAmt', 'Age', 'State', 'Fee')",0.5765255085028342,0.5756892388392703,0.5764080776259543,0.5765255085028342
"('Age', 'Color2', 'Color1')",0.5761920640213405,0.5712553344468835,0.5778293343387785,0.5761920640213405
"('PhotoAmt', 'Age', 'Fee')",0.5761920640213405,0.5751801702555439,0.576112761089218,0.5761920640213405
"('Age', 'State', 'Breed2', 'MaturitySize', 'Fee')",0.5761920640213405,0.5759882917236808,0.5760440692644653,0.5761920640213405
"('Age', 'Color2', 'Color1', 'Breed2', 'Quantity')",0.5761920640213405,0.575151815378552,0.5761200075954365,0.5761920640213405
"('PhotoAmt', 'Age', 'Color2', 'State', 'Breed2')",0.5758586195398466,0.5750210329161825,0.5757367315526536,0.5758586195398466
"('Age', 'Color2', 'Color1', 'State', 'Quantity')",0.5758586195398466,0.5734312747684519,0.5762731343221579,0.5758586195398466
"('Age', 'Color2', 'Color1', 'Fee')",0.5755251750583528,0.5723240645605211,0.5762713836962456,0.5755251750583528
"('PhotoAmt', 'Age', 'Color2', 'State')",0.5751917305768589,0.574076289122381,0.5751299143065431,0.5751917305768589
"('PhotoAmt', 'Age', 'Color2', 'State', 'Fee')",0.5748582860953652,0.5736971365801872,0.5748053486731334,0.5748582860953652
"('Age', 'Color2', 'Color1', 'State', 'Fee')",0.5748582860953652,0.5726174385917713,0.5751745686460975,0.5748582860953652
"('Breed1', 'State', 'Breed2', 'MaturitySize', 'Fee')",0.5748582860953652,0.5746473200601631,0.5756409994036357,0.5748582860953652
"('PhotoAmt', 'Age', 'Color2', 'State', 'Quantity')",0.5745248416138713,0.5740864944990844,0.5743484931857479,0.5745248416138713
"('Breed1', 'Color1', 'State', 'Breed2', 'Fee')",0.5745248416138713,0.5745411184132942,0.5745655705376982,0.5745248416138712
"('Breed1', 'State', 'Breed2', 'Fee')",0.5745248416138713,0.5743936919774636,0.5751650042593074,0.5745248416138713
"('PhotoAmt', 'Age', 'Color2')",0.5745248416138713,0.5717747804963047,0.5750423857760105,0.5745248416138713
"('Breed1', 'Color2', 'Breed2', 'MaturitySize', 'Fee')",0.5745248416138713,0.5743463679499633,0.5752507268019056,0.5745248416138713
"('PhotoAmt', 'Age', 'Breed2')",0.5741913971323774,0.5731173635675721,0.5741094519092743,0.5741913971323774
"('Age', 'Color2', 'Color1', 'State')",0.5738579526508836,0.5719152936367915,0.5740418404790414,0.5738579526508836
"('Breed1', 'State', 'Breed2', 'Quantity')",0.5738579526508836,0.5736664004890224,0.5746040375909137,0.5738579526508836
"('Breed1', 'State', 'MaturitySize', 'Fee')",0.5735245081693898,0.571883522210347,0.5760781713347247,0.5735245081693898
"('Age', 'State', 'Breed2', 'Fee')",0.5735245081693898,0.5730756178501083,0.5733448892363693,0.5735245081693898
"('Breed1', 'Color1', 'State', 'MaturitySize', 'Fee')",0.5735245081693898,0.5720912768652087,0.5758496034428395,0.5735245081693898
"('PhotoAmt', 'Age', 'Color2', 'Fee')",0.5735245081693898,0.5704080643792685,0.5741710387157563,0.5735245081693898
"('PhotoAmt', 'Breed1', 'Breed2', 'MaturitySize')",0.573191063687896,0.5721737237753823,0.5750369113765155,0.573191063687896
"('PhotoAmt', 'Age', 'Color1', 'State', 'Breed2')",0.573191063687896,0.5728906573144156,0.5730192899342068,0.573191063687896
"('PhotoAmt', 'Breed1', 'State', 'MaturitySize', 'Fee')",0.573191063687896,0.5731748282655177,0.5731631808554598,0.573191063687896
"('PhotoAmt', 'Breed1', 'Color1', 'State', 'Breed2')",0.5728576192064021,0.5728352028603977,0.5732564186448418,0.5728576192064021
"('Breed1', 'Color2', 'Color1', 'State', 'Breed2')",0.5728576192064021,0.5709920304909887,0.5756371485141973,0.5728576192064021
"('PhotoAmt', 'Breed1', 'Quantity', 'MaturitySize', 'Fee')",0.5728576192064021,0.5715531310495492,0.575026579416565,0.5728576192064021
"('Breed1', 'Color2', 'Breed2', 'Fee')",0.5728576192064021,0.5728755746739839,0.5729038470104985,0.5728576192064021
"('Age', 'Color2', 'State', 'Breed2')",0.5725241747249084,0.5713717733849687,0.5724453768293933,0.5725241747249084
"('Age', 'Color2', 'State', 'Breed2', 'Quantity')",0.5725241747249084,0.5717057062175156,0.5723756340351197,0.5725241747249084
"('Age', 'Color2', 'Color1', 'Breed2')",0.5725241747249084,0.5708030742851075,0.5726096112915536,0.5725241747249084
"('Age', 'Color2', 'Quantity', 'Fee')",0.5721907302434145,0.5707332577510618,0.5721901625594435,0.5721907302434145
"('PhotoAmt', 'Age', 'Color2', 'Color1', 'State')",0.5718572857619206,0.571471473671325,0.5716741716142647,0.5718572857619206
"('PhotoAmt', 'Age', 'Color2', 'Quantity')",0.5718572857619206,0.5708772831186636,0.5717336526269129,0.5718572857619206
"('PhotoAmt', 'Age', 'Color1', 'State', 'Quantity')",0.5715238412804268,0.5708382486330693,0.5713506292834456,0.5715238412804268
"('PhotoAmt', 'Breed1', 'Quantity', 'MaturitySize')",0.571190396798933,0.5697660977535471,0.5734602035428219,0.571190396798933
"('Breed1', 'Color1', 'State', 'Breed2')",0.5708569523174392,0.5689440799288188,0.5736357412050943,0.5708569523174392
"('PhotoAmt', 'Age', 'Color2', 'Breed2', 'Quantity')",0.5708569523174392,0.5698036084911063,0.5707398044482977,0.5708569523174392
"('PhotoAmt', 'Breed1', 'State')",0.5708569523174392,0.5699039570750949,0.5725954161046002,0.5708569523174392
"('PhotoAmt', 'Age', 'Color2', 'Color1', 'Quantity')",0.5708569523174392,0.5704429653876524,0.5706694854360531,0.5708569523174392
"('Age', 'Color2', 'State', 'Breed2', 'Fee')",0.5708569523174392,0.569774508153066,0.5707459856207568,0.5708569523174392
"('PhotoAmt', 'Age', 'Color2', 'Quantity', 'Fee')",0.5708569523174392,0.5697450191296987,0.5707524245929019,0.5708569523174392
"('Age', 'Breed2', 'Fee')",0.5705235078359453,0.5705470974901805,0.5707538990332985,0.5705235078359453
"('Breed1', 'State', 'Breed2', 'Quantity', 'MaturitySize')",0.5705235078359453,0.5693828415740787,0.5724700930432338,0.5705235078359453
"('Breed1', 'Color1', 'State', 'Fee')",0.5705235078359453,0.5705157720950496,0.5708781102890258,0.5705235078359453
"('Breed1', 'State', 'MaturitySize')",0.5701900633544514,0.5692898606590624,0.5718586515284013,0.5701900633544514
"('PhotoAmt', 'Age', 'Color1', 'State', 'Fee')",0.5695231743914638,0.5688577421856982,0.5693372356359003,0.5695231743914638
"('PhotoAmt', 'Breed1', 'State', 'MaturitySize')",0.56918972990997,0.5691819701450341,0.5695434191205416,0.56918972990997
"('Breed1', 'Breed2', 'MaturitySize', 'Fee')",0.56918972990997,0.5691498765810759,0.5696287488650911,0.56918972990997
"('PhotoAmt', 'Breed1', 'Breed2', 'Quantity', 'Fee')",0.5688562854284761,0.5682022641801618,0.5702177705489039,0.5688562854284761
"('Age', 'Color2', 'Color1', 'Breed2', 'Fee')",0.5688562854284761,0.5670643517945292,0.568905406523066,0.5688562854284761
"('Age', 'Color2', 'Color1', 'State', 'Breed2')",0.5685228409469824,0.5668225430597521,0.5685402652555755,0.5685228409469824
"('Breed1', 'Color1', 'State', 'Quantity', 'Fee')",0.5685228409469824,0.5682274069953918,0.5694094644169285,0.5685228409469824
"('PhotoAmt', 'Age', 'Color2', 'Color1', 'Fee')",0.5685228409469824,0.5674782507890496,0.5683832620441569,0.5685228409469824
"('Breed1', 'State', 'Fee')",0.5685228409469824,0.5685252396414401,0.5688437807041601,0.5685228409469824
"('Breed1', 'Color1', 'State', 'MaturitySize')",0.5681893964654885,0.5678006919530622,0.5692055595151453,0.5681893964654885
"('PhotoAmt', 'Breed1', 'State', 'Fee')",0.5681893964654885,0.5680329380729555,0.5680494771657517,0.5681893964654885
"('Breed1', 'Color2', 'State', 'Breed2')",0.5678559519839946,0.5678004066741709,0.5683291377855475,0.5678559519839946
"('Breed1', 'Color1', 'Breed2', 'Quantity', 'Fee')",0.5678559519839946,0.567887089632574,0.5679909564117187,0.5678559519839946
"('PhotoAmt', 'Breed1', 'Breed2', 'Quantity')",0.5675225075025009,0.5665621074797187,0.569224674778123,0.5675225075025009
"('PhotoAmt', 'Age', 'Color2', 'Breed2')",0.5675225075025009,0.5661500666919029,0.5674416647598736,0.5675225075025008
"('Breed1', 'State', 'Breed2')",0.5675225075025009,0.5675474161302856,0.5677451048828862,0.5675225075025009
"('Breed1', 'State', 'Quantity', 'Fee')",0.567189063021007,0.5671562432525623,0.5676085015541369,0.567189063021007
"('PhotoAmt', 'Age', 'Color2', 'Color1', 'Breed2')",0.5668556185395132,0.5657630816556587,0.5667098260745359,0.5668556185395132
"('PhotoAmt', 'Breed1', 'State', 'Breed2', 'Quantity')",0.5668556185395132,0.5667047620171727,0.5675091353674603,0.5668556185395132
"('PhotoAmt', 'Age', 'Breed2', 'Fee')",0.5668556185395132,0.5661625564002779,0.5666575709456068,0.5668556185395133
"('Breed1', 'State')",0.5668556185395132,0.5667541264955439,0.5667445274442146,0.5668556185395132
"('Breed1', 'Breed2', 'Fee')",0.5665221740580193,0.5665508061438899,0.5666202505529209,0.5665221740580193
"('PhotoAmt', 'Age', 'Color1', 'State')",0.5661887295765256,0.5644976412817321,0.5661685900221368,0.5661887295765256
"('PhotoAmt', 'Breed1', 'Color1', 'Breed2', 'Quantity')",0.5661887295765256,0.5660715106787139,0.5667811806252431,0.5661887295765256
"('Breed1', 'State', 'Quantity')",0.5658552850950317,0.5658622360506191,0.5661591665590848,0.5658552850950317
"('PhotoAmt', 'Breed1', 'MaturitySize', 'Fee')",0.5658552850950317,0.5644802237109826,0.5679728341582172,0.5658552850950317
"('Breed1', 'Color2', 'Color1', 'Breed2', 'Fee')",0.5658552850950317,0.5648204596527716,0.5676159975444446,0.5658552850950317
"('Breed1', 'Color1', 'State')",0.5658552850950317,0.565296829770864,0.5670732278593459,0.5658552850950317
"('PhotoAmt', 'Breed1', 'Breed2')",0.5658552850950317,0.5635299191076741,0.5689048551758588,0.5658552850950317
"('Age', 'Color2', 'Color1', 'Quantity', 'Fee')",0.5658552850950317,0.5636306136011622,0.5659796889024739,0.5658552850950317
"('Breed1', 'Color2', 'MaturitySize', 'Fee')",0.5655218406135378,0.5654700534451378,0.5659831382930709,0.5655218406135378
"('Breed1', 'Color2', 'State', 'Fee')",0.5655218406135378,0.5654251216275019,0.5660746727103462,0.5655218406135378
"('Breed1', 'Breed2', 'MaturitySize')",0.565188396132044,0.5652198223219992,0.5653362046484548,0.565188396132044
"('Breed1', 'Color1', 'Breed2', 'MaturitySize', 'Fee')",0.565188396132044,0.5646290829655966,0.5664018573634014,0.565188396132044
"('Breed1', 'State', 'Quantity', 'MaturitySize', 'Fee')",0.5648549516505502,0.5644632455588773,0.5658545500980342,0.5648549516505502
"('Breed1', 'Color2', 'State', 'Breed2', 'MaturitySize')",0.5648549516505502,0.5637740349927526,0.5666504051550288,0.5648549516505502
"('Breed1', 'MaturitySize', 'Fee')",0.5648549516505502,0.564878856047696,0.5649239851571475,0.5648549516505502
"('PhotoAmt', 'Breed1', 'Breed2', 'Fee')",0.5645215071690564,0.5639613361603291,0.5657304868674571,0.5645215071690564
"('Breed1', 'Color1', 'MaturitySize', 'Fee')",0.5641880626875625,0.5637395730388003,0.5652566274287742,0.5641880626875625
"('Breed1', 'Fee')",0.5638546182060686,0.5637672763228153,0.5637521535621065,0.5638546182060686
"('Breed1', 'Color1', 'Breed2', 'Quantity', 'MaturitySize')",0.5635211737245749,0.5629704114922519,0.5647106393431429,0.5635211737245749
"('PhotoAmt', 'Breed1', 'Color2', 'State', 'Breed2')",0.5635211737245749,0.5633691558741177,0.5641667425844554,0.5635211737245749
"('Breed1', 'Color2', 'Breed2', 'MaturitySize')",0.5635211737245749,0.5625237412645834,0.5652096027238046,0.5635211737245749
"('PhotoAmt', 'Breed1', 'State', 'Quantity', 'MaturitySize')",0.563187729243081,0.5631852037551914,0.5635214214569263,0.563187729243081
"('PhotoAmt', 'Breed1', 'Quantity', 'Fee')",0.563187729243081,0.5631741304258491,0.5635534240341431,0.563187729243081
"('Breed1', 'Color1', 'State', 'Quantity')",0.563187729243081,0.5626471522395499,0.5643622960189542,0.5631877292430811
"('PhotoAmt', 'Breed1', 'State', 'Quantity', 'Fee')",0.563187729243081,0.5629566867561999,0.5630142755236134,0.563187729243081
"('PhotoAmt', 'Age', 'Color2', 'Color1')",0.563187729243081,0.561682245878062,0.563082543994487,0.563187729243081
"('Breed1', 'Color1', 'Breed2', 'Fee')",0.5628542847615872,0.5626510757000761,0.5635790996475278,0.5628542847615872
"('PhotoAmt', 'Breed1', 'Breed2', 'Quantity', 'MaturitySize')",0.5625208402800934,0.5624380480581525,0.563040791456848,0.5625208402800934
"('Breed1', 'Color2', 'Color1', 'Breed2')",0.5625208402800934,0.561201108004178,0.5645231413755086,0.5625208402800933
"('Breed1', 'Color2', 'Breed2')",0.5621873957985996,0.5621352111845479,0.562644566936121,0.5621873957985996
"('Breed1', 'Color2', 'Color1', 'Breed2', 'MaturitySize')",0.5621873957985996,0.5577565549652815,0.5669613789249659,0.5621873957985996
"('Breed1', 'Color1', 'Quantity', 'Fee')",0.5621873957985996,0.5619838767308923,0.5629102482148463,0.5621873957985996
"('PhotoAmt', 'Breed1', 'Quantity')",0.5621873957985996,0.5615914498141267,0.5634189789446543,0.5621873957985996
"('Breed1', 'Color2', 'State')",0.5615205068356118,0.5612282803231416,0.56236834803691,0.5615205068356118
"('PhotoAmt', 'Breed1', 'Color2', 'Breed2', 'Quantity')",0.5615205068356118,0.561143858075153,0.5624804331371128,0.5615205068356118
"('PhotoAmt', 'Breed1')",0.5608536178726242,0.5594120664441883,0.5629444565938452,0.5608536178726242
"('Breed1', 'Color2', 'Breed2', 'Quantity', 'Fee')",0.5608536178726242,0.5606758574690408,0.5615322388525368,0.5608536178726241
"('PhotoAmt', 'Breed1', 'Color2', 'Quantity', 'Fee')",0.5605201733911304,0.5605122574699343,0.560867926525395,0.5605201733911302
"('Breed1', 'Color1', 'Breed2', 'MaturitySize')",0.5605201733911304,0.5598417536385272,0.5618300469846585,0.5605201733911304
"('PhotoAmt', 'Breed1', 'MaturitySize')",0.5601867289096365,0.5573038589438075,0.5635541892074587,0.5601867289096365
"('Breed1', 'Color2', 'State', 'MaturitySize', 'Fee')",0.5598532844281428,0.5576246138554055,0.5626416045033126,0.5598532844281428
"('Breed1', 'Color1', 'Breed2')",0.5595198399466489,0.5594828143411718,0.5599398782814378,0.5595198399466489
"('PhotoAmt', 'Breed1', 'Fee')",0.5588529509836612,0.558590165359459,0.5596480673501831,0.5588529509836612
"('Breed1', 'Breed2', 'Quantity', 'Fee')",0.5588529509836612,0.5588771850966298,0.5589224182873589,0.5588529509836612
"('Breed1', 'Color1', 'Breed2', 'Quantity')",0.5588529509836612,0.5582070540743436,0.560111345515039,0.5588529509836613
"('Breed1', 'Color2', 'State', 'MaturitySize')",0.5588529509836612,0.5571182947096112,0.5611755983586615,0.5588529509836612
"('Breed1', 'Color1')",0.5588529509836612,0.558749583798002,0.5587368086531104,0.5588529509836612
"('Breed1', 'Breed2')",0.5581860620206736,0.5581451729126797,0.5581252579345654,0.5581860620206736
"('Breed1', 'Color1', 'Fee')",0.5581860620206736,0.5581628757143067,0.5585719582747011,0.5581860620206736
"('Breed1', 'Color2', 'Fee')",0.5581860620206736,0.5581117449359866,0.558092161943999,0.5581860620206736
"('PhotoAmt', 'Breed1', 'Color2', 'Color1', 'Breed2')",0.5578526175391797,0.5557807331923377,0.5604500663328315,0.5578526175391797
"('Breed1', 'Quantity', 'MaturitySize', 'Fee')",0.5578526175391797,0.5574265526076554,0.5588514612567634,0.5578526175391797
"('Breed1', 'Breed2', 'Quantity', 'MaturitySize')",0.557519173057686,0.5572080311677475,0.558372725078265,0.557519173057686
"('Breed1', 'Quantity', 'Fee')",0.5571857285761921,0.5566161213023867,0.558345411412069,0.5571857285761921
"('Breed1', 'State', 'Quantity', 'MaturitySize')",0.5571857285761921,0.5554632457722182,0.559461095913196,0.5571857285761921
"('Breed1',)",0.5568522840946982,0.555880755190529,0.5566081939062177,0.5568522840946982
"('Breed1', 'Breed2', 'Quantity', 'MaturitySize', 'Fee')",0.5568522840946982,0.556697943588008,0.5574819570184457,0.5568522840946982
"('Breed1', 'Color1', 'Quantity', 'MaturitySize', 'Fee')",0.5568522840946982,0.5558396120249284,0.5584662179322607,0.5568522840946982
"('Breed1', 'Color2', 'Breed2', 'Quantity')",0.5565188396132044,0.5558342430495001,0.5577972019733487,0.5565188396132044
"('PhotoAmt', 'Breed1', 'Color2', 'MaturitySize', 'Fee')",0.5561853951317106,0.5558041635726453,0.5571198251051686,0.5561853951317106
"('PhotoAmt', 'Breed1', 'Color1', 'Breed2')",0.5561853951317106,0.5537862271654769,0.559014836589189,0.5561853951317106
"('Breed1', 'Color2', 'MaturitySize')",0.5561853951317106,0.556018481428115,0.5568324445708591,0.5561853951317106
"('Color2', 'State', 'Breed2')",0.5561853951317106,0.5509500692945758,0.5569502169193886,0.5561853951317106
"('PhotoAmt', 'Breed1', 'State', 'Quantity')",0.5561853951317106,0.5561061417922862,0.5566864862231589,0.5561853951317106
"('Breed1', 'Color2', 'Color1', 'State', 'MaturitySize')",0.5558519506502168,0.5539318829389799,0.5582689557508104,0.5558519506502168
"('Breed1', 'Breed2', 'Quantity')",0.5558519506502168,0.5554428453366845,0.5568179222967263,0.5558519506502168
"('Breed1', 'Color2', 'State', 'Breed2', 'Quantity')",0.5558519506502168,0.5554239578230746,0.5568402754425098,0.5558519506502168
"('PhotoAmt', 'State', 'Breed2')",0.5555185061687229,0.5514501221672189,0.5558987326885014,0.5555185061687229
"('PhotoAmt', 'Breed1', 'Color2', 'Breed2')",0.5555185061687229,0.5541941353115427,0.5574050483657534,0.555518506168723
"('PhotoAmt', 'Breed1', 'Color1', 'State')",0.5555185061687229,0.5553872323038375,0.55610785928061,0.5555185061687229
"('PhotoAmt', 'Breed1', 'Color1', 'Breed2', 'MaturitySize')",0.555185061687229,0.5547371128888297,0.5561923121597808,0.555185061687229
"('PhotoAmt', 'Breed1', 'Color1', 'State', 'MaturitySize')",0.555185061687229,0.5548297057900573,0.5560822325699135,0.555185061687229
"('Breed1', 'MaturitySize')",0.5548516172057353,0.5545465369750022,0.554642485062771,0.5548516172057353
"('PhotoAmt', 'State', 'Breed2', 'MaturitySize')",0.5545181727242414,0.5544691358114917,0.5549575534937117,0.5545181727242414
"('State', 'Breed2')",0.5545181727242414,0.5533172302982201,0.5542710311710137,0.5545181727242414
"('PhotoAmt', 'Breed1', 'Color2', 'Fee')",0.5545181727242414,0.5540498118915664,0.5555442912111994,0.5545181727242414
"('Breed1', 'Color2', 'Color1', 'State')",0.5545181727242414,0.5525123127952448,0.5569753046732652,0.5545181727242414
"('PhotoAmt', 'Breed1', 'Color1', 'Quantity', 'Fee')",0.5541847282427476,0.5540042683645463,0.554845637013625,0.5541847282427476
"('PhotoAmt', 'Breed1', 'Color2', 'State', 'Fee')",0.5541847282427476,0.5541794740249836,0.5545204979039785,0.5541847282427476
"('Breed1', 'Color2', 'Color1', 'Breed2', 'Quantity')",0.5538512837612537,0.5514616219401443,0.5566048681317929,0.5538512837612537
"('PhotoAmt', 'State', 'Breed2', 'Fee')",0.5538512837612537,0.5507191821573127,0.5539333582524355,0.5538512837612537
"('Breed1', 'Color1', 'State', 'Quantity', 'MaturitySize')",0.55351783927976,0.5528165697165947,0.5547848210692339,0.55351783927976
"('PhotoAmt', 'Breed1', 'Color2', 'State')",0.5531843947982661,0.5527538314436337,0.5541586943568382,0.5531843947982661
"('Breed1', 'Color2', 'Color1', 'State', 'Fee')",0.5528509503167722,0.5521962656944027,0.5540642162461109,0.5528509503167722
"('Breed1', 'Color2')",0.5528509503167722,0.5525365258447246,0.5536855474863406,0.5528509503167722
"('PhotoAmt', 'Breed1', 'Color2', 'Breed2', 'Fee')",0.5528509503167722,0.5516160161178408,0.5546134980736803,0.5528509503167722
"('PhotoAmt', 'Breed1', 'Color1', 'State', 'Fee')",0.5525175058352785,0.5523795725969876,0.5531094990861475,0.5525175058352785
"('Breed1', 'Color2', 'Color1', 'MaturitySize', 'Fee')",0.5525175058352785,0.5492571235097539,0.555905154915954,0.5525175058352785
"('Breed1', 'Color2', 'State', 'Quantity')",0.5525175058352785,0.5517528237129675,0.5538379131109852,0.5525175058352785
"('PhotoAmt', 'Breed1', 'Color1', 'Breed2', 'Fee')",0.5525175058352785,0.5508882924506946,0.5546146424840357,0.5525175058352785
"('Breed1', 'Color1', 'MaturitySize')",0.5521840613537846,0.5466199371057828,0.5572489452957303,0.5521840613537846
"('PhotoAmt', 'State', 'Fee')",0.5521840613537846,0.5294432139265441,0.5597223963747219,0.5521840613537846
"('Breed1', 'Quantity', 'MaturitySize')",0.5521840613537846,0.5519325493437027,0.5529356573765478,0.5521840613537846
"('PhotoAmt', 'State', 'Breed2', 'MaturitySize', 'Fee')",0.5515171723907969,0.5514463614202852,0.5519942298666178,0.5515171723907969
"('Breed1', 'Color2', 'Color1', 'Fee')",0.5511837279093031,0.5492831791694476,0.5534749244598014,0.5511837279093031
"('PhotoAmt', 'Breed1', 'Color1', 'MaturitySize', 'Fee')",0.5511837279093031,0.5504665883439078,0.552444067532779,0.5511837279093031
"('PhotoAmt', 'Breed1', 'Color2', 'Quantity')",0.5505168389463154,0.5502412858067841,0.5512921098792246,0.5505168389463154
"('PhotoAmt', 'Breed1', 'Color2', 'State', 'MaturitySize')",0.5501833944648216,0.5500267313018983,0.550797171452436,0.5501833944648216
"('Breed1', 'Color1', 'Quantity')",0.5501833944648216,0.5492964717427801,0.5515947524252848,0.5501833944648216
"('PhotoAmt', 'Breed1', 'Color2', 'Breed2', 'MaturitySize')",0.5498499499833278,0.5493144243681606,0.5509154941231988,0.5498499499833278
"('Breed1', 'Quantity')",0.5498499499833278,0.5497833807670235,0.5503163525055391,0.5498499499833278
"('State', 'Breed2', 'Fee')",0.549516505501834,0.5237582824062709,0.5577882886380696,0.549516505501834
"('Color1', 'State', 'MaturitySize')",0.549516505501834,0.5459034595331614,0.5495773760553881,0.549516505501834
"('Color2', 'State')",0.5491830610203401,0.5084512788073522,0.565622703320109,0.5491830610203401
"('PhotoAmt', 'State')",0.5491830610203401,0.5174725324134164,0.560360609346869,0.5491830610203401
"('PhotoAmt', 'Breed1', 'Color1', 'State', 'Quantity')",0.5491830610203401,0.5487486418744721,0.5501363227283309,0.5491830610203401
"('Breed1', 'Color2', 'Breed2', 'Quantity', 'MaturitySize')",0.5488496165388462,0.5481410148069846,0.5500792721995333,0.5488496165388462
"('Color1', 'State', 'Breed2', 'MaturitySize')",0.5488496165388462,0.5417895624162358,0.5547136037873531,0.5488496165388462
"('PhotoAmt', 'State', 'MaturitySize', 'Fee')",0.5488496165388462,0.5466459296270756,0.5486425455477176,0.5488496165388462
"('Breed1', 'Color2', 'Quantity', 'MaturitySize')",0.5488496165388462,0.5479047179765023,0.5502978391138934,0.5488496165388462
"('Breed1', 'Color1', 'Quantity', 'MaturitySize')",0.5488496165388462,0.5467977150126401,0.5512039474060952,0.5488496165388462
"('PhotoAmt', 'Breed1', 'Color2', 'Color1', 'State')",0.5488496165388462,0.5488631601320818,0.5491238970659146,0.5488496165388462
"('Breed1', 'Color2', 'Color1', 'MaturitySize')",0.5485161720573525,0.5439777308461882,0.5526442833367771,0.5485161720573525
"('PhotoAmt', 'Breed1', 'Color2', 'Color1', 'Fee')",0.5485161720573525,0.5484207886025639,0.5490305223627271,0.5485161720573525
"('Color2', 'Color1', 'State', 'Breed2', 'MaturitySize')",0.5485161720573525,0.5469811310684205,0.5504577919935829,0.5485161720573525
"('Breed1', 'Color2', 'State', 'Quantity', 'Fee')",0.5481827275758586,0.5475212080655598,0.5493608934813891,0.5481827275758586
"('State', 'Breed2', 'Quantity', 'Fee')",0.5478492830943648,0.5299031478363072,0.552335229361061,0.5478492830943648
"('State', 'Breed2', 'MaturitySize', 'Fee')",0.547515838612871,0.5369873390543967,0.5555580569955517,0.547515838612871
"('PhotoAmt', 'Breed1', 'Color2')",0.547515838612871,0.5463298263002725,0.5491545897978077,0.547515838612871
"('PhotoAmt', 'Breed1', 'Color1')",0.547515838612871,0.5473054994088508,0.5481955166958518,0.547515838612871
"('PhotoAmt', 'Breed1', 'Color2', 'Color1', 'Quantity')",0.5471823941313771,0.5463567042504147,0.5485041861248732,0.5471823941313771
"('Breed1', 'Color2', 'Color1', 'State', 'Quantity')",0.5471823941313771,0.5452649014205868,0.5493946046955293,0.5471823941313771
"('Color1', 'State', 'MaturitySize', 'Fee')",0.5468489496498833,0.544965548405851,0.5465708431932282,0.5468489496498833
"('PhotoAmt', 'Breed1', 'Color2', 'State', 'Quantity')",0.5465155051683894,0.5464950342224804,0.5468835596014443,0.5465155051683894
"('State', 'Breed2', 'Quantity')",0.5465155051683894,0.5261235437255766,0.5516872363496047,0.5465155051683894
"('PhotoAmt', 'Color1', 'State', 'MaturitySize')",0.5465155051683894,0.546398518032832,0.5470600570570457,0.5465155051683894
"('PhotoAmt', 'Breed2', 'Quantity', 'MaturitySize', 'Fee')",0.5465155051683894,0.5460588257337393,0.5474754579556113,0.5465155051683894
"('PhotoAmt', 'State', 'Breed2', 'Quantity')",0.5461820606868957,0.5438785403180981,0.545938015915422,0.5461820606868957
"('PhotoAmt', 'State', 'Breed2', 'Quantity', 'MaturitySize')",0.5461820606868957,0.5462133459443108,0.5463613488434408,0.5461820606868957
